order_number,product_key,customer_key,customer_id,order_date,shipping_date,due_date,Sales_amount,quantity,price
SO72406,174,7529,18528,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,22,1,22
SO72406,104,7529,18528,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,10,1,10
SO72406,295,7529,18528,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72406,251,7529,18528,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,50,1,50
SO72407,120,2463,13462,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2295,1,2295
SO72407,174,2463,13462,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,22,1,22
SO72407,245,2463,13462,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72407,235,2463,13462,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,24,1,24
SO72408,125,7514,18513,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2320,1,2320
SO72408,174,7514,18513,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,22,1,22
SO72409,123,7461,18460,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2320,1,2320
SO72409,174,7461,18460,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,22,1,22
SO72410,154,2694,13693,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1215,1,1215
SO72410,288,2694,13693,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,29,1,29
SO72410,291,2694,13693,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72410,233,2694,13693,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,24,1,24
SO72411,157,8477,19476,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1215,1,1215
SO72411,105,8477,19476,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72411,295,8477,19476,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72411,294,8477,19476,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,64,1,64
SO72412,140,11914,22913,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2443,1,2443
SO72412,244,11914,22913,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72412,233,11914,22913,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,24,1,24
SO72413,137,11988,22987,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1701,1,1701
SO72413,246,11988,22987,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72413,234,11988,22987,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,24,1,24
SO72414,135,5028,16027,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1701,1,1701
SO72414,275,5028,16027,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,54,1,54
SO72415,120,5617,16616,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2295,1,2295
SO72415,289,5617,16616,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72415,284,5617,16616,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72415,259,5617,16616,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2,1,2
SO72416,124,5631,16630,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2320,1,2320
SO72416,284,5631,16630,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72416,289,5631,16630,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72416,245,5631,16630,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72417,120,5496,16495,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2295,1,2295
SO72417,289,5496,16495,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72417,284,5496,16495,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72417,244,5496,16495,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72417,275,5496,16495,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,54,1,54
SO72418,123,2111,13110,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2320,1,2320
SO72419,151,15648,26647,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,742,1,742
SO72419,293,15648,26647,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,64,1,64
SO72419,244,15648,26647,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72420,159,5001,16000,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2384,1,2384
SO72420,245,5001,16000,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72421,156,13310,24309,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1215,1,1215
SO72422,155,13333,24332,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1215,1,1215
SO72422,105,13333,24332,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72422,166,13333,24332,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72422,295,13333,24332,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72423,160,14064,25063,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2384,1,2384
SO72423,245,14064,25063,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72424,159,17258,28257,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2384,1,2384
SO72424,295,17258,28257,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72424,105,17258,28257,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72425,159,4917,15916,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2384,1,2384
SO72425,295,4917,15916,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72425,105,4917,15916,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72425,247,4917,15916,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,55,1,55
SO72425,168,4917,15916,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,8,1,8
SO72426,129,17196,28195,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,540,1,540
SO72426,244,17196,28195,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72427,128,13324,24323,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,540,1,540
SO72427,290,13324,24323,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,4,1,4
SO72427,285,13324,24323,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,21,1,21
SO72427,245,13324,24323,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72428,128,13222,24221,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,540,1,540
SO72428,295,13222,24221,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72428,105,13222,24221,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72429,130,11138,22137,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1120,1,1120
SO72429,286,11138,22137,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,25,1,25
SO72429,290,11138,22137,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,4,1,4
SO72429,244,11138,22137,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72430,134,10930,21929,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1120,1,1120
SO72430,166,10930,21929,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72430,278,10930,21929,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,54,1,54
SO72431,134,10938,21937,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1120,1,1120
SO72431,105,10938,21937,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72431,295,10938,21937,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72432,137,7092,18091,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1701,1,1701
SO72432,251,7092,18091,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,50,1,50
SO72433,136,11638,22637,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,1701,1,1701
SO72433,295,11638,22637,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72433,105,11638,22637,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72434,129,3165,14164,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,540,1,540
SO72434,285,3165,14164,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,21,1,21
SO72435,161,7174,18173,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2384,1,2384
SO72435,288,7174,18173,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,29,1,29
SO72435,291,7174,18173,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72435,166,7174,18173,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72436,158,14485,25484,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2384,1,2384
SO72436,245,14485,25484,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,35,1,35
SO72436,249,14485,25484,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,50,1,50
SO72437,161,2647,13646,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,2384,1,2384
SO72438,127,15550,26549,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,540,1,540
SO72438,105,15550,26549,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72438,295,15550,26549,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,5,1,5
SO72438,234,15550,26549,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,24,1,24
SO72439,127,17133,28132,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,540,1,540
SO72439,105,17133,28132,12/5/2013 00:00,12/12/2013 00:00,12/17/2013 00:00,9,1,9
SO72440,260,2183,13182,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,120,1,120
SO72441,289,8581,19580,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72441,283,8581,19580,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,30,1,30
SO72441,174,8581,19580,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72441,277,8581,19580,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,54,1,54
SO72441,166,8581,19580,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72442,283,7280,18279,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,30,1,30
SO72442,289,7280,18279,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72442,174,7280,18279,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72442,279,7280,18279,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72443,289,1370,12369,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72443,174,1370,12369,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72444,291,3101,14100,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72444,246,3101,14100,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72445,278,8579,19578,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,54,1,54
SO72446,251,3683,14682,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,50,1,50
SO72447,248,2027,13026,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,50,1,50
SO72448,260,2635,13634,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,120,1,120
SO72449,121,8942,19941,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2295,1,2295
SO72449,289,8942,19941,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72449,284,8942,19941,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72449,166,8942,19941,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72449,244,8942,19941,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72450,124,8421,19420,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2320,1,2320
SO72450,174,8421,19420,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72450,104,8421,19420,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,10,1,10
SO72450,295,8421,19420,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72451,109,5279,16278,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,540,1,540
SO72451,166,5279,16278,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72452,282,753,11752,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,25,1,25
SO72452,289,753,11752,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72452,174,753,11752,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72453,282,15195,26194,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,25,1,25
SO72453,289,15195,26194,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72453,174,15195,26194,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72453,295,15195,26194,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72453,104,15195,26194,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,10,1,10
SO72454,289,821,11820,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72454,283,821,11820,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,30,1,30
SO72455,283,12151,23150,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,30,1,30
SO72455,259,12151,23150,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2,1,2
SO72455,168,12151,23150,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,8,1,8
SO72455,166,12151,23150,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72456,289,12389,23388,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72456,283,12389,23388,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,30,1,30
SO72456,244,12389,23388,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72457,104,3568,14567,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,10,1,10
SO72457,295,3568,14567,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72458,295,10263,21262,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72458,104,10263,21262,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,10,1,10
SO72458,276,10263,21262,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,54,1,54
SO72459,274,7978,18977,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,70,1,70
SO72459,249,7978,18977,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,50,1,50
SO72459,166,7978,18977,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72460,295,7551,18550,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72460,244,7551,18550,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72460,233,7551,18550,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,24,1,24
SO72461,295,5924,16923,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72461,247,5924,16923,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,55,1,55
SO72462,289,12010,23009,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72462,259,12010,23009,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2,1,2
SO72463,289,4836,15835,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72463,244,4836,15835,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72463,278,4836,15835,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,54,1,54
SO72464,174,3409,14408,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72464,244,3409,14408,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72464,280,3409,14408,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72465,174,2935,13934,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72465,280,2935,13934,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72466,289,5403,16402,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72467,174,7139,18138,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72467,275,7139,18138,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,54,1,54
SO72468,290,14688,25687,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,4,1,4
SO72468,279,14688,25687,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72469,283,9138,20137,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,30,1,30
SO72469,289,9138,20137,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72469,166,9138,20137,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72469,246,9138,20137,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72470,283,9907,20906,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,30,1,30
SO72470,259,9907,20906,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2,1,2
SO72471,290,15878,26877,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,4,1,4
SO72471,246,15878,26877,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72472,290,14316,25315,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,4,1,4
SO72472,259,14316,25315,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2,1,2
SO72473,290,11806,22805,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,4,1,4
SO72474,291,5044,16043,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72474,245,5044,16043,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72475,289,167,11166,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72475,284,167,11166,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72476,284,86,11085,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72476,289,86,11085,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72476,244,86,11085,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72477,284,849,11848,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72477,289,849,11848,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72477,259,849,11848,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2,1,2
SO72478,284,2202,13201,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72478,289,2202,13201,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72478,259,2202,13201,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2,1,2
SO72478,168,2202,13201,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,8,1,8
SO72479,125,7861,18860,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2320,1,2320
SO72479,289,7861,18860,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72479,284,7861,18860,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72479,244,7861,18860,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72480,121,7538,18537,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2295,1,2295
SO72481,116,4467,15466,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,769,1,769
SO72481,246,4467,15466,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72482,121,7513,18512,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2295,1,2295
SO72482,247,7513,18512,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,55,1,55
SO72483,125,7396,18395,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2320,1,2320
SO72483,247,7396,18395,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,55,1,55
SO72484,123,5658,16657,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2320,1,2320
SO72484,259,5658,16657,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2,1,2
SO72485,135,5030,16029,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1701,1,1701
SO72485,244,5030,16029,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72486,141,11909,22908,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2443,1,2443
SO72486,287,11909,22908,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,33,1,33
SO72486,290,11909,22908,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,4,1,4
SO72487,142,11858,22857,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2443,1,2443
SO72488,136,11989,22988,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1701,1,1701
SO72488,248,11989,22988,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,50,1,50
SO72489,137,5026,16025,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1701,1,1701
SO72489,245,5026,16025,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72489,234,5026,16025,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,24,1,24
SO72490,130,15572,26571,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1120,1,1120
SO72490,246,15572,26571,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72491,131,16703,27702,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1120,1,1120
SO72491,245,16703,27702,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72492,108,2022,13021,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,540,1,540
SO72492,174,2022,13021,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72492,244,2022,13021,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72493,124,3013,14012,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2320,1,2320
SO72493,284,3013,14012,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72493,289,3013,14012,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72493,292,3013,14012,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,64,1,64
SO72494,117,6329,17328,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,769,1,769
SO72494,295,6329,17328,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72494,244,6329,17328,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72495,120,2112,13111,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2295,1,2295
SO72495,174,2112,13111,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,22,1,22
SO72495,295,2112,13111,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,5,1,5
SO72495,104,2112,13111,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,10,1,10
SO72495,277,2112,13111,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,54,1,54
SO72496,165,17298,28297,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2384,1,2384
SO72496,166,17298,28297,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72497,147,15682,26681,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,742,1,742
SO72498,160,12075,23074,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,2384,1,2384
SO72498,233,12075,23074,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,24,1,24
SO72498,246,12075,23074,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72499,129,9745,20744,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,540,1,540
SO72499,280,9745,20744,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72500,129,13322,24321,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,540,1,540
SO72500,105,13322,24321,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,9,1,9
SO72501,133,10924,21923,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1120,1,1120
SO72502,132,3889,14888,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1120,1,1120
SO72502,275,3889,14888,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,54,1,54
SO72502,233,3889,14888,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,24,1,24
SO72503,135,7526,18525,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1701,1,1701
SO72503,246,7526,18525,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,35,1,35
SO72504,138,7981,18980,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1701,1,1701
SO72504,250,7981,18980,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,50,1,50
SO72505,138,7999,18998,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,1701,1,1701
SO72505,286,7999,18998,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,25,1,25
SO72505,290,7999,18998,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,4,1,4
SO72505,247,7999,18998,12/6/2013 00:00,12/13/2013 00:00,12/18/2013 00:00,55,1,55
